ticker,event_date,setup_type,region
G24.DE,2021-08-18,s_quant_gate_placebo_sma50_only,EU
DRI,2017-11-28,s_quant_gate_placebo_sma50_only,US
KGF.L,2014-11-19,s_quant_gate_placebo_sma50_only,EU
LMP.L,2015-07-17,s_quant_gate_placebo_sma50_only,EU
ALV.DE,2025-11-05,s_quant_gate_placebo_sma50_only,EU
KKR,2017-06-28,s_quant_gate_placebo_sma50_only,US
ALW.L,2016-06-29,s_quant_gate_placebo_sma50_only,EU
TT,2016-10-26,s_quant_gate_placebo_sma50_only,US
GNRC,2013-10-21,s_quant_gate_placebo_sma50_only,US
CNC,2024-05-07,s_quant_gate_placebo_sma50_only,US
COHR,2019-04-01,s_quant_gate_placebo_sma50_only,US
VTR,2023-10-11,s_quant_gate_placebo_sma50_only,US
RJF,2024-04-29,s_quant_gate_placebo_sma50_only,US
VICI,2018-10-15,s_quant_gate_placebo_sma50_only,US
TXT,2022-07-19,s_quant_gate_placebo_sma50_only,US
AENA.MC,2020-11-03,s_quant_gate_placebo_sma50_only,EU
BF-B,2019-01-31,s_quant_gate_placebo_sma50_only,US
VOD.L,2022-11-08,s_quant_gate_placebo_sma50_only,EU
TTE.PA,2018-02-01,s_quant_gate_placebo_sma50_only,EU
COO,2020-12-14,s_quant_gate_placebo_sma50_only,US
BMY,2013-12-16,s_quant_gate_placebo_sma50_only,US
TROW,2018-07-12,s_quant_gate_placebo_sma50_only,US
PNW,2019-04-23,s_quant_gate_placebo_sma50_only,US
CSGP,2019-01-10,s_quant_gate_placebo_sma50_only,US
L,2013-09-10,s_quant_gate_placebo_sma50_only,US
GOOG,2019-07-05,s_quant_gate_placebo_sma50_only,US
GM,2024-07-24,s_quant_gate_placebo_sma50_only,US
FRE.DE,2018-07-12,s_quant_gate_placebo_sma50_only,EU
WYNN,2016-05-02,s_quant_gate_placebo_sma50_only,US
ECL,2018-12-10,s_quant_gate_placebo_sma50_only,US
V,2017-12-06,s_quant_gate_placebo_sma50_only,US
GDDY,2025-04-23,s_quant_gate_placebo_sma50_only,US
MKC,2019-02-22,s_quant_gate_placebo_sma50_only,US
ACS.MC,2016-02-26,s_quant_gate_placebo_sma50_only,EU
LDOS,2013-09-12,s_quant_gate_placebo_sma50_only,US
CCI,2017-07-07,s_quant_gate_placebo_sma50_only,US
WMT,2018-11-30,s_quant_gate_placebo_sma50_only,US
HO.PA,2022-10-20,s_quant_gate_placebo_sma50_only,EU
COO,2014-04-29,s_quant_gate_placebo_sma50_only,US
BAX,2021-10-19,s_quant_gate_placebo_sma50_only,US
VNA.DE,2019-12-19,s_quant_gate_placebo_sma50_only,EU
GLE.PA,2014-02-04,s_quant_gate_placebo_sma50_only,EU
AIG,2017-02-10,s_quant_gate_placebo_sma50_only,US
CMS,2025-01-16,s_quant_gate_placebo_sma50_only,US
JNJ,2017-05-15,s_quant_gate_placebo_sma50_only,US
FAST,2025-03-24,s_quant_gate_placebo_sma50_only,US
TSN,2020-04-28,s_quant_gate_placebo_sma50_only,US
BAYN.DE,2014-04-03,s_quant_gate_placebo_sma50_only,EU
BA.L,2025-01-21,s_quant_gate_placebo_sma50_only,EU
HUM,2023-04-03,s_quant_gate_placebo_sma50_only,US
TRGP,2022-10-13,s_quant_gate_placebo_sma50_only,US
BKR,2023-11-02,s_quant_gate_placebo_sma50_only,US
FANG,2017-01-19,s_quant_gate_placebo_sma50_only,US
STX,2020-05-07,s_quant_gate_placebo_sma50_only,US
ABBV,2018-06-14,s_quant_gate_placebo_sma50_only,US
TECH,2019-01-11,s_quant_gate_placebo_sma50_only,US
LYV,2025-12-23,s_quant_gate_placebo_sma50_only,US
ZBRA,2019-06-18,s_quant_gate_placebo_sma50_only,US
MPWR,2021-12-07,s_quant_gate_placebo_sma50_only,US
VEEV,2019-10-15,s_quant_gate_placebo_sma50_only,US
IAG.MC,2026-07-27,s_quant_gate_placebo_sma50_only,EU
BBOX.L,2015-12-17,s_quant_gate_placebo_sma50_only,EU
ESS,2018-05-30,s_quant_gate_placebo_sma50_only,US
GM,2019-09-05,s_quant_gate_placebo_sma50_only,US
NDAQ,2016-05-24,s_quant_gate_placebo_sma50_only,US
IDXX,2015-01-07,s_quant_gate_placebo_sma50_only,US
BKR,2021-11-16,s_quant_gate_placebo_sma50_only,US
MBG.DE,2014-05-19,s_quant_gate_placebo_sma50_only,EU
GLEN.L,2023-06-13,s_quant_gate_placebo_sma50_only,EU
BMY,2019-02-04,s_quant_gate_placebo_sma50_only,US
O,2015-11-11,s_quant_gate_placebo_sma50_only,US
BKNG,2018-05-25,s_quant_gate_placebo_sma50_only,US
BAX,2015-12-22,s_quant_gate_placebo_sma50_only,US
MRK.DE,2020-04-23,s_quant_gate_placebo_sma50_only,EU
ASRNL.AS,2018-02-20,s_quant_gate_placebo_sma50_only,EU
CA.PA,2020-06-01,s_quant_gate_placebo_sma50_only,EU
EOAN.DE,2020-08-03,s_quant_gate_placebo_sma50_only,EU
EVRG,2014-10-14,s_quant_gate_placebo_sma50_only,US
BKNG,2014-10-31,s_quant_gate_placebo_sma50_only,US
CNA.L,2013-08-09,s_quant_gate_placebo_sma50_only,EU
CF,2023-02-10,s_quant_gate_placebo_sma50_only,US
GILD,2013-10-10,s_quant_gate_placebo_sma50_only,US
C,2019-05-16,s_quant_gate_placebo_sma50_only,US
NXT.L,2025-07-01,s_quant_gate_placebo_sma50_only,EU
BXP,2025-06-26,s_quant_gate_placebo_sma50_only,US
JKHY,2014-02-18,s_quant_gate_placebo_sma50_only,US
TRV,2022-09-08,s_quant_gate_placebo_sma50_only,US
DE,2018-03-09,s_quant_gate_placebo_sma50_only,US
JD.L,2021-12-06,s_quant_gate_placebo_sma50_only,EU
KMI,2022-12-13,s_quant_gate_placebo_sma50_only,US
LSEG.L,2024-07-04,s_quant_gate_placebo_sma50_only,EU
NXT.L,2018-10-10,s_quant_gate_placebo_sma50_only,EU
ATO,2020-05-27,s_quant_gate_placebo_sma50_only,US
SAB.MC,2016-12-01,s_quant_gate_placebo_sma50_only,EU
CHD,2023-11-14,s_quant_gate_placebo_sma50_only,US
UPS,2021-06-21,s_quant_gate_placebo_sma50_only,US
WTB.L,2023-08-22,s_quant_gate_placebo_sma50_only,EU
MNG.L,2026-04-17,s_quant_gate_placebo_sma50_only,EU
INF.L,2026-04-08,s_quant_gate_placebo_sma50_only,EU
DTG.DE,2026-05-05,s_quant_gate_placebo_sma50_only,EU
OMC,2014-05-23,s_quant_gate_placebo_sma50_only,US
LULU,2014-10-21,s_quant_gate_placebo_sma50_only,US
HLT,2019-06-04,s_quant_gate_placebo_sma50_only,US
O,2023-02-22,s_quant_gate_placebo_sma50_only,US
KDP,2022-04-27,s_quant_gate_placebo_sma50_only,US
MA,2018-04-26,s_quant_gate_placebo_sma50_only,US
TJX,2024-05-06,s_quant_gate_placebo_sma50_only,US
DOW,2022-08-11,s_quant_gate_placebo_sma50_only,US
TSCO.L,2022-07-08,s_quant_gate_placebo_sma50_only,EU
NEM,2022-11-08,s_quant_gate_placebo_sma50_only,US
AAL.L,2016-09-05,s_quant_gate_placebo_sma50_only,EU
OKE,2025-01-14,s_quant_gate_placebo_sma50_only,US
CB,2017-09-11,s_quant_gate_placebo_sma50_only,US
ADP,2018-02-23,s_quant_gate_placebo_sma50_only,US
ABDN.L,2017-11-21,s_quant_gate_placebo_sma50_only,EU
SAN.PA,2015-06-22,s_quant_gate_placebo_sma50_only,EU
IMCD.AS,2022-10-26,s_quant_gate_placebo_sma50_only,EU
COR,2016-11-14,s_quant_gate_placebo_sma50_only,US
CBOE,2013-10-10,s_quant_gate_placebo_sma50_only,US
FRES.L,2023-11-27,s_quant_gate_placebo_sma50_only,EU
HUM,2016-02-22,s_quant_gate_placebo_sma50_only,US
CCC.L,2019-09-06,s_quant_gate_placebo_sma50_only,EU
DRI,2019-08-08,s_quant_gate_placebo_sma50_only,US
QCOM,2015-02-20,s_quant_gate_placebo_sma50_only,US
C,2022-09-09,s_quant_gate_placebo_sma50_only,US
KLAC,2022-10-28,s_quant_gate_placebo_sma50_only,US
SMCI,2026-02-24,s_quant_gate_placebo_sma50_only,US
MPWR,2018-02-15,s_quant_gate_placebo_sma50_only,US
EVRG,2019-12-16,s_quant_gate_placebo_sma50_only,US
WEC,2013-12-04,s_quant_gate_placebo_sma50_only,US
GRF.MC,2024-04-08,s_quant_gate_placebo_sma50_only,EU
NKE,2020-02-03,s_quant_gate_placebo_sma50_only,US
RIO.L,2019-03-18,s_quant_gate_placebo_sma50_only,EU
VOW3.DE,2016-03-01,s_quant_gate_placebo_sma50_only,EU
ENGI.PA,2020-11-09,s_quant_gate_placebo_sma50_only,EU
ADI,2024-03-20,s_quant_gate_placebo_sma50_only,US
IAG.L,2023-04-28,s_quant_gate_placebo_sma50_only,EU
NEM,2013-11-14,s_quant_gate_placebo_sma50_only,US
CPRT,2026-01-12,s_quant_gate_placebo_sma50_only,US
DUK,2016-12-12,s_quant_gate_placebo_sma50_only,US
LYV,2016-11-07,s_quant_gate_placebo_sma50_only,US
CVX,2023-07-03,s_quant_gate_placebo_sma50_only,US
CRM,2019-08-26,s_quant_gate_placebo_sma50_only,US
ESS,2026-04-08,s_quant_gate_placebo_sma50_only,US
MCO,2016-10-18,s_quant_gate_placebo_sma50_only,US
MO,2013-09-11,s_quant_gate_placebo_sma50_only,US
PUB.PA,2021-08-24,s_quant_gate_placebo_sma50_only,EU
HST,2021-12-08,s_quant_gate_placebo_sma50_only,US
PRU,2015-10-20,s_quant_gate_placebo_sma50_only,US
HII,2020-04-29,s_quant_gate_placebo_sma50_only,US
SMT.L,2021-05-28,s_quant_gate_placebo_sma50_only,EU
LYB,2023-12-13,s_quant_gate_placebo_sma50_only,US
CBK.DE,2026-02-25,s_quant_gate_placebo_sma50_only,EU
BESI.AS,2013-12-24,s_quant_gate_placebo_sma50_only,EU
LEN,2019-03-21,s_quant_gate_placebo_sma50_only,US
BAX,2025-12-30,s_quant_gate_placebo_sma50_only,US
CMI,2024-01-22,s_quant_gate_placebo_sma50_only,US
SMT.L,2022-07-06,s_quant_gate_placebo_sma50_only,EU
META,2023-10-04,s_quant_gate_placebo_sma50_only,US
AWK,2024-07-05,s_quant_gate_placebo_sma50_only,US
ABT,2019-04-25,s_quant_gate_placebo_sma50_only,US
PHM,2024-11-25,s_quant_gate_placebo_sma50_only,US
DOW,2021-08-11,s_quant_gate_placebo_sma50_only,US
SSE.L,2020-07-28,s_quant_gate_placebo_sma50_only,EU
LUV,2021-02-04,s_quant_gate_placebo_sma50_only,US
EXPE,2014-05-01,s_quant_gate_placebo_sma50_only,US
WM,2026-06-10,s_quant_gate_placebo_sma50_only,US
HSX.L,2013-08-09,s_quant_gate_placebo_sma50_only,EU
VRSN,2021-02-11,s_quant_gate_placebo_sma50_only,US
III.L,2018-07-25,s_quant_gate_placebo_sma50_only,EU
ADP,2023-06-26,s_quant_gate_placebo_sma50_only,US
CCI,2015-08-27,s_quant_gate_placebo_sma50_only,US
EOG,2018-08-14,s_quant_gate_placebo_sma50_only,US
HEIA.AS,2015-07-10,s_quant_gate_placebo_sma50_only,EU
APP,2021-06-24,s_quant_gate_placebo_sma50_only,US
