ticker,event_date,setup_type,region
IAG.MC,2024-08-15,s_quant_gate,EU
ULTA,2022-06-15,s_quant_gate,US
PFG,2021-12-21,s_quant_gate,US
GSK.L,2024-04-29,s_quant_gate,EU
SWK,2026-02-11,s_quant_gate,US
DD,2018-07-31,s_quant_gate,US
INCY,2026-07-13,s_quant_gate,US
D,2014-10-20,s_quant_gate,US
HON,2019-10-17,s_quant_gate,US
SN.L,2025-08-28,s_quant_gate,EU
AI.PA,2022-11-14,s_quant_gate,EU
XEL,2019-09-09,s_quant_gate,US
IEX,2022-10-04,s_quant_gate,US
SSE.L,2024-05-02,s_quant_gate,EU
BEZ.L,2025-01-15,s_quant_gate,EU
ROK,2026-04-24,s_quant_gate,US
BESI.AS,2026-01-08,s_quant_gate,EU
PH,2021-10-15,s_quant_gate,US
NFLX,2023-07-20,s_quant_gate,US
GDDY,2017-11-29,s_quant_gate,US
CVS,2026-04-07,s_quant_gate,US
VLO,2023-12-14,s_quant_gate,US
TXT,2026-02-25,s_quant_gate,US
CBRE,2024-09-04,s_quant_gate,US
TSCO.L,2023-01-25,s_quant_gate,EU
ARES,2018-03-06,s_quant_gate,US
CMG,2015-07-13,s_quant_gate,US
DIS,2025-05-29,s_quant_gate,US
ENT.L,2014-04-02,s_quant_gate,EU
DRI,2025-02-10,s_quant_gate,US
LR.PA,2021-12-17,s_quant_gate,EU
REGN,2016-09-27,s_quant_gate,US
BVI.PA,2025-10-21,s_quant_gate,EU
BDX,2016-02-23,s_quant_gate,US
ORLY,2021-10-28,s_quant_gate,US
ON,2014-06-19,s_quant_gate,US
BVI.PA,2019-06-05,s_quant_gate,EU
TECH,2015-02-12,s_quant_gate,US
WM,2025-06-23,s_quant_gate,US
HSIC,2023-12-29,s_quant_gate,US
ACS.MC,2014-03-12,s_quant_gate,EU
ADP,2015-10-28,s_quant_gate,US
LR.PA,2020-08-03,s_quant_gate,EU
RMS.PA,2020-09-02,s_quant_gate,EU
CNP,2019-06-24,s_quant_gate,US
LSEG.L,2021-02-01,s_quant_gate,EU
WY,2020-08-06,s_quant_gate,US
SU.PA,2016-11-09,s_quant_gate,EU
INTU,2023-01-26,s_quant_gate,US
ZAL.DE,2015-07-21,s_quant_gate,EU
GLEN.L,2024-06-05,s_quant_gate,EU
MOS,2025-06-06,s_quant_gate,US
CMI,2026-01-26,s_quant_gate,US
KMI,2014-08-28,s_quant_gate,US
RTX,2026-04-08,s_quant_gate,US
DPZ,2017-04-27,s_quant_gate,US
STT,2017-04-24,s_quant_gate,US
ABBV,2021-10-28,s_quant_gate,US
ROVI.MC,2015-01-27,s_quant_gate,EU
RKT.L,2021-07-07,s_quant_gate,EU
IFF,2018-10-16,s_quant_gate,US
UNH,2023-09-20,s_quant_gate,US
VIE.PA,2017-11-27,s_quant_gate,EU
EOG,2017-12-19,s_quant_gate,US
VEEV,2023-10-17,s_quant_gate,US
CLX,2016-02-26,s_quant_gate,US
ENG.MC,2020-06-02,s_quant_gate,EU
L,2025-12-02,s_quant_gate,US
GAW.L,2023-01-10,s_quant_gate,EU
VEEV,2023-09-15,s_quant_gate,US
DB1.DE,2017-03-10,s_quant_gate,EU
FAST,2024-01-02,s_quant_gate,US
NWS,2017-02-13,s_quant_gate,US
VIE.PA,2024-01-19,s_quant_gate,EU
DUK,2015-08-21,s_quant_gate,US
XEL,2024-10-03,s_quant_gate,US
WMB,2026-04-28,s_quant_gate,US
A,2019-07-08,s_quant_gate,US
CBK.DE,2021-06-04,s_quant_gate,EU
MCD,2025-10-28,s_quant_gate,US
TT,2020-08-20,s_quant_gate,US
AIG,2025-04-22,s_quant_gate,US
CMS,2016-02-19,s_quant_gate,US
NI,2021-05-04,s_quant_gate,US
LLY,2022-03-02,s_quant_gate,US
HBAN,2019-06-27,s_quant_gate,US
BA,2014-04-01,s_quant_gate,US
HCA,2021-09-14,s_quant_gate,US
ANTO.L,2022-11-15,s_quant_gate,EU
BSX,2014-05-28,s_quant_gate,US
CASY,2021-02-23,s_quant_gate,US
SBRY.L,2025-08-05,s_quant_gate,EU
TSLA,2014-08-26,s_quant_gate,US
BKNG,2024-03-20,s_quant_gate,US
UU.L,2016-09-20,s_quant_gate,EU
WRB,2024-03-22,s_quant_gate,US
WEIR.L,2018-04-10,s_quant_gate,EU
CPT,2021-05-05,s_quant_gate,US
CRL,2024-01-03,s_quant_gate,US
IGG.L,2020-12-21,s_quant_gate,EU
TKO,2017-12-22,s_quant_gate,US
ABF.L,2019-12-02,s_quant_gate,EU
DXCM,2021-04-12,s_quant_gate,US
INTC,2015-12-03,s_quant_gate,US
WFC,2024-11-01,s_quant_gate,US
CRDA.L,2024-03-21,s_quant_gate,EU
RF,2017-09-20,s_quant_gate,US
FLEX,2016-06-10,s_quant_gate,US
XEL,2023-04-04,s_quant_gate,US
TEP.PA,2026-05-06,s_quant_gate,EU
SAN.PA,2025-02-14,s_quant_gate,EU
MRO.L,2024-11-26,s_quant_gate,EU
FDS,2022-10-28,s_quant_gate,US
RAND.AS,2023-03-02,s_quant_gate,EU
LRCX,2014-03-18,s_quant_gate,US
PH,2017-10-06,s_quant_gate,US
JD.L,2016-06-10,s_quant_gate,EU
NVR,2021-12-16,s_quant_gate,US
SBUX,2026-06-11,s_quant_gate,US
VTRS,2017-07-28,s_quant_gate,US
STE,2019-07-10,s_quant_gate,US
COR,2024-07-25,s_quant_gate,US
HPE,2019-04-01,s_quant_gate,US
GL,2016-04-20,s_quant_gate,US
BDX,2020-01-03,s_quant_gate,US
MNST,2023-07-21,s_quant_gate,US
AJG,2015-03-12,s_quant_gate,US
BN.PA,2019-02-27,s_quant_gate,EU
ACS.MC,2022-06-09,s_quant_gate,EU
GOOGL,2015-02-26,s_quant_gate,US
BN.PA,2021-04-28,s_quant_gate,EU
GE,2015-03-06,s_quant_gate,US
ACN,2019-07-24,s_quant_gate,US
BLDR,2019-09-20,s_quant_gate,US
PSH.L,2021-08-11,s_quant_gate,EU
EXPN.L,2017-10-27,s_quant_gate,EU
BA,2025-03-19,s_quant_gate,US
GOOG,2016-07-11,s_quant_gate,US
BIIB,2014-07-07,s_quant_gate,US
AME,2023-03-29,s_quant_gate,US
MET,2014-09-08,s_quant_gate,US
BLDR,2018-01-16,s_quant_gate,US
VRTX,2014-07-15,s_quant_gate,US
HAS,2015-01-29,s_quant_gate,US
JBHT,2022-02-25,s_quant_gate,US
INVP.L,2024-02-16,s_quant_gate,EU
TSCO,2020-12-28,s_quant_gate,US
FRT,2016-04-25,s_quant_gate,US
XEL,2022-07-01,s_quant_gate,US
CSGP,2024-01-02,s_quant_gate,US
RR.L,2016-11-09,s_quant_gate,EU
ASRNL.AS,2024-12-27,s_quant_gate,EU
BAB.L,2024-03-28,s_quant_gate,EU
TGT,2015-01-09,s_quant_gate,US
HIG,2019-04-17,s_quant_gate,US
TGT,2018-09-12,s_quant_gate,US
PNR,2025-01-21,s_quant_gate,US
EW,2020-11-09,s_quant_gate,US
CDNS,2023-03-22,s_quant_gate,US
CF,2022-03-16,s_quant_gate,US
IFX.DE,2025-05-16,s_quant_gate,EU
ROST,2015-10-12,s_quant_gate,US
MTD,2025-07-23,s_quant_gate,US
RF,2022-11-16,s_quant_gate,US
PPL,2022-04-22,s_quant_gate,US
TDY,2018-05-24,s_quant_gate,US
SAN.PA,2016-10-28,s_quant_gate,EU
AWK,2022-11-28,s_quant_gate,US
KER.PA,2023-03-14,s_quant_gate,EU
HWDN.L,2025-09-08,s_quant_gate,EU
HEN3.DE,2026-06-10,s_quant_gate,EU
CHD,2015-01-28,s_quant_gate,US
BALL,2018-09-11,s_quant_gate,US
PLD,2017-09-13,s_quant_gate,US
SAF.PA,2019-09-18,s_quant_gate,EU
MO,2024-12-20,s_quant_gate,US
CME,2024-09-12,s_quant_gate,US
HPQ,2015-01-02,s_quant_gate,US
EXC,2021-08-16,s_quant_gate,US
EW,2019-05-03,s_quant_gate,US
WTW,2025-02-27,s_quant_gate,US
SPGI,2016-05-03,s_quant_gate,US
D,2020-02-04,s_quant_gate,US
REG,2026-04-22,s_quant_gate,US
ES,2014-03-18,s_quant_gate,US
JBHT,2023-02-23,s_quant_gate,US
SYY,2018-10-08,s_quant_gate,US
HRL,2016-04-06,s_quant_gate,US
BR,2017-12-29,s_quant_gate,US
SMCI,2024-06-13,s_quant_gate,US
ABN.AS,2017-08-21,s_quant_gate,EU
CFG,2022-02-14,s_quant_gate,US
AVGO,2014-08-13,s_quant_gate,US
HSX.L,2023-04-14,s_quant_gate,EU
XOM,2026-04-01,s_quant_gate,US
AEE,2023-03-29,s_quant_gate,US
CDNS,2014-06-03,s_quant_gate,US
SY1.DE,2017-09-13,s_quant_gate,EU
GWW,2018-01-09,s_quant_gate,US
EBAY,2024-02-12,s_quant_gate,US
PNR,2017-07-07,s_quant_gate,US
TSCO,2023-01-26,s_quant_gate,US
TRGP,2025-03-31,s_quant_gate,US
FOXA,2024-05-13,s_quant_gate,US
PHM,2026-02-19,s_quant_gate,US
BA,2021-04-26,s_quant_gate,US
DXCM,2015-09-24,s_quant_gate,US
ODFL,2023-01-30,s_quant_gate,US
AAPL,2023-06-06,s_quant_gate,US
PCG,2016-09-21,s_quant_gate,US
INTC,2017-05-16,s_quant_gate,US
STX,2019-08-19,s_quant_gate,US
KDP,2017-02-27,s_quant_gate,US
RF,2016-07-15,s_quant_gate,US
NN.AS,2023-08-30,s_quant_gate,EU
SAP.DE,2019-07-08,s_quant_gate,EU
ADM.L,2016-01-12,s_quant_gate,EU
III.L,2017-03-29,s_quant_gate,EU
RIO.L,2019-04-17,s_quant_gate,EU
TSLA,2023-06-26,s_quant_gate,US
DLTR,2022-02-08,s_quant_gate,US
EW,2016-02-03,s_quant_gate,US
KR,2022-03-21,s_quant_gate,US
FTV,2024-11-26,s_quant_gate,US
BA,2019-03-05,s_quant_gate,US
BATS.L,2024-06-03,s_quant_gate,EU
SGO.PA,2021-07-20,s_quant_gate,EU
XYZ,2020-12-23,s_quant_gate,US
BALL,2021-12-17,s_quant_gate,US
STAN.L,2024-12-03,s_quant_gate,EU
LULU,2021-07-12,s_quant_gate,US
AZO,2019-06-25,s_quant_gate,US
AVB,2021-05-27,s_quant_gate,US
BEZ.L,2019-08-08,s_quant_gate,EU
TMO,2020-11-30,s_quant_gate,US
UPS,2022-08-25,s_quant_gate,US
WMT,2021-08-02,s_quant_gate,US
DOW,2021-04-28,s_quant_gate,US
AZO,2016-02-02,s_quant_gate,US
VEEV,2025-06-18,s_quant_gate,US
BX,2015-05-21,s_quant_gate,US
ESS,2025-02-05,s_quant_gate,US
BKNG,2016-12-20,s_quant_gate,US
BTRW.L,2019-02-07,s_quant_gate,EU
BIIB,2021-06-24,s_quant_gate,US
KPN.AS,2023-04-18,s_quant_gate,EU
GS,2018-01-30,s_quant_gate,US
PLTR,2024-07-09,s_quant_gate,US
COP,2026-04-01,s_quant_gate,US
ASML.AS,2021-01-06,s_quant_gate,EU
HON,2016-03-24,s_quant_gate,US
BATS.L,2020-07-06,s_quant_gate,EU
BT-A.L,2025-05-15,s_quant_gate,EU
AOS,2023-08-30,s_quant_gate,US
EDEN.PA,2015-02-24,s_quant_gate,EU
BXP,2024-06-13,s_quant_gate,US
QCOM,2023-08-02,s_quant_gate,US
ICG.L,2019-03-12,s_quant_gate,EU
BEZ.L,2014-11-14,s_quant_gate,EU
ALV.DE,2025-05-12,s_quant_gate,EU
WDAY,2018-05-04,s_quant_gate,US
LYB,2023-01-30,s_quant_gate,US
IDXX,2014-07-22,s_quant_gate,US
FERG,2021-05-21,s_quant_gate,US
ITRK.L,2019-07-31,s_quant_gate,EU
RHM.DE,2019-08-21,s_quant_gate,EU
LUV,2016-06-09,s_quant_gate,US
HAS,2023-05-18,s_quant_gate,US
INTC,2023-08-29,s_quant_gate,US
PFG,2023-12-20,s_quant_gate,US
CSCO,2020-05-18,s_quant_gate,US
HEN3.DE,2017-02-02,s_quant_gate,EU
LEN,2017-10-27,s_quant_gate,US
SW,2020-08-07,s_quant_gate,US
LYB,2020-09-02,s_quant_gate,US
SU.PA,2026-01-27,s_quant_gate,EU
BLK,2024-03-11,s_quant_gate,US
ADI,2018-05-08,s_quant_gate,US
SWK,2018-09-18,s_quant_gate,US
