ticker,event_date,setup_type,adsh,company_name
TTC,2024-12-11,s11_buyback_announcement,0000737758-24-000075,TORO CO  (TTC)  (CIK 0000737758)
TTC,2025-12-09,s11_buyback_announcement,0001628280-25-056159,TORO CO  (TTC)  (CIK 0000737758)
TTC,2026-02-17,s11_buyback_announcement,0001628280-26-008467,TORO CO  (TTC)  (CIK 0000737758)
TTMI,2025-05-09,s11_buyback_announcement,0001193125-25-116469,TTM TECHNOLOGIES INC  (TTMI)  (CIK 0001116942)
TULP,2023-08-28,s11_buyback_announcement,0001654954-23-011258,"LENDWAY, INC.  (LDWY)  (CIK 0000875355)"
UAL,2024-10-15,s11_buyback_announcement,0000100517-24-000132,"United Airlines Holdings, Inc.  (UAL)  (CIK 0000100517)"
UEIC,2023-11-02,s11_buyback_announcement,0000101984-23-000055,UNIVERSAL ELECTRONICS INC  (UEIC)  (CIK 0000101984)
UNF,2024-01-03,s11_buyback_announcement,0000950170-24-000538,UNIFIRST CORP  (UNF)  (CIK 0000717954)
UNFI,2022-09-27,s11_buyback_announcement,0001020859-22-000042,UNITED NATURAL FOODS INC  (UNFI)  (CIK 0001020859)
UNM,2025-12-04,s11_buyback_announcement,0000005513-25-000137,"Unum Group  (UNM, UNMA)  (CIK 0000005513)"
UNTY,2023-04-27,s11_buyback_announcement,0000920427-23-000042,UNITY BANCORP INC /NJ/  (UNTY)  (CIK 0000920427)
UNTY,2024-08-01,s11_buyback_announcement,0000920427-24-000060,UNITY BANCORP INC /NJ/  (UNTY)  (CIK 0000920427)
USCB,2024-04-25,s11_buyback_announcement,0001562762-24-000098,"USCB FINANCIAL HOLDINGS, INC.  (USCB)  (CIK 0001901637)"
USFD,2024-08-08,s11_buyback_announcement,0001665918-24-000132,US Foods Holding Corp.  (USFD)  (CIK 0001665918)
USFD,2025-05-08,s11_buyback_announcement,0001665918-25-000080,US Foods Holding Corp.  (USFD)  (CIK 0001665918)
USFD,2025-08-07,s11_buyback_announcement,0001665918-25-000119,US Foods Holding Corp.  (USFD)  (CIK 0001665918)
UTHR,2026-03-09,s11_buyback_announcement,0001104659-26-025331,UNITED THERAPEUTICS Corp  (UTHR)  (CIK 0001082554)
UTZ,2026-02-12,s11_buyback_announcement,0001628280-26-007457,"Utz Brands, Inc.  (UTZ)  (CIK 0001739566)"
UVE,2023-06-12,s11_buyback_announcement,0000891166-23-000051,"UNIVERSAL INSURANCE HOLDINGS, INC.  (UVE)  (CIK 0000891166)"
UVE,2024-03-12,s11_buyback_announcement,0000891166-24-000016,"UNIVERSAL INSURANCE HOLDINGS, INC.  (UVE)  (CIK 0000891166)"
UVE,2025-05-01,s11_buyback_announcement,0000891166-25-000061,"UNIVERSAL INSURANCE HOLDINGS, INC.  (UVE)  (CIK 0000891166)"
UVE,2026-01-07,s11_buyback_announcement,0000891166-26-000002,"UNIVERSAL INSURANCE HOLDINGS, INC.  (UVE)  (CIK 0000891166)"
VIRC,2025-01-21,s11_buyback_announcement,0001628280-25-001999,VIRCO MFG CORPORATION  (VIRC)  (CIK 0000751365)
VLY,2026-02-24,s11_buyback_announcement,0000714310-26-000010,"VALLEY NATIONAL BANCORP  (VLY, VLYPN, VLYPO, VLYPP)  (CIK 0000714310)"
VMD,2026-03-04,s11_buyback_announcement,0001729149-26-000008,"VIEMED HEALTHCARE, INC.  (VMD)  (CIK 0001729149)"
VMD,2026-03-16,s11_buyback_announcement,0001729149-26-000011,"VIEMED HEALTHCARE, INC.  (VMD)  (CIK 0001729149)"
VMD,2026-06-02,s11_buyback_announcement,0001729149-26-000032,"VIEMED HEALTHCARE, INC.  (VMD)  (CIK 0001729149)"
VRME,2022-07-01,s11_buyback_announcement,0001214659-22-008509,"VerifyMe, Inc.  (VRME, VRMEW)  (CIK 0001104038)"
VRRM,2022-05-09,s11_buyback_announcement,0000950170-22-008506,VERRA MOBILITY Corp  (VRRM)  (CIK 0001682745)
VRRM,2022-11-21,s11_buyback_announcement,0000950170-22-025479,VERRA MOBILITY Corp  (VRRM)  (CIK 0001682745)
VRRM,2023-03-01,s11_buyback_announcement,0000950170-23-005534,VERRA MOBILITY Corp  (VRRM)  (CIK 0001682745)
VRRM,2023-11-09,s11_buyback_announcement,0000950170-23-062035,VERRA MOBILITY Corp  (VRRM)  (CIK 0001682745)
VRRM,2024-08-08,s11_buyback_announcement,0000950170-24-094008,VERRA MOBILITY Corp  (VRRM)  (CIK 0001682745)
VRRM,2024-10-31,s11_buyback_announcement,0000950170-24-119558,VERRA MOBILITY Corp  (VRRM)  (CIK 0001682745)
VRRM,2025-08-06,s11_buyback_announcement,0000950170-25-104068,VERRA MOBILITY Corp  (VRRM)  (CIK 0001682745)
VRTX,2023-02-07,s11_buyback_announcement,0000875320-23-000004,VERTEX PHARMACEUTICALS INC / MA  (VRTX)  (CIK 0000875320)
VSXY,2022-03-02,s11_buyback_announcement,0001856437-22-000004,Victoria's Secret & Co.  (VSCO)  (CIK 0001856437)
VSXY,2023-01-11,s11_buyback_announcement,0001856437-23-000005,Victoria's Secret & Co.  (VSCO)  (CIK 0001856437)
VSXY,2024-03-06,s11_buyback_announcement,0001856437-24-000002,Victoria's Secret & Co.  (VSCO)  (CIK 0001856437)
WDAY,2022-11-29,s11_buyback_announcement,0001327811-22-000182,"Workday, Inc.  (WDAY)  (CIK 0001327811)"
WDAY,2024-02-26,s11_buyback_announcement,0001327811-24-000031,"Workday, Inc.  (WDAY)  (CIK 0001327811)"
WDAY,2024-08-22,s11_buyback_announcement,0001327811-24-000163,"Workday, Inc.  (WDAY)  (CIK 0001327811)"
WDAY,2025-05-22,s11_buyback_announcement,0001327811-25-000105,"Workday, Inc.  (WDAY)  (CIK 0001327811)"
WERN,2024-05-15,s11_buyback_announcement,0000793074-24-000042,WERNER ENTERPRISES INC  (WERN)  (CIK 0000793074)
WERN,2025-08-11,s11_buyback_announcement,0000793074-25-000046,WERNER ENTERPRISES INC  (WERN)  (CIK 0000793074)
WEX,2022-08-23,s11_buyback_announcement,0001157523-22-001153,WEX Inc.  (WEX)  (CIK 0001309108)
WING,2023-08-17,s11_buyback_announcement,0001636222-23-000108,Wingstop Inc.  (WING)  (CIK 0001636222)
WSBC,2022-02-24,s11_buyback_announcement,0000950170-22-001991,"WESBANCO INC  (WSBC, WSBCP)  (CIK 0000203596)"
WSBC,2026-05-20,s11_buyback_announcement,0001193125-26-232649,"WESBANCO INC  (WSBC, WSBCO)  (CIK 0000203596)"
WSBF,2022-01-27,s11_buyback_announcement,0001569994-22-000007,"Waterstone Financial, Inc.  (WSBF)  (CIK 0001569994)"
WSBF,2023-07-25,s11_buyback_announcement,0001437749-23-020613,"Waterstone Financial, Inc.  (WSBF)  (CIK 0001569994)"
WSM,2023-03-16,s11_buyback_announcement,0001628280-23-008202,WILLIAMS SONOMA INC  (WSM)  (CIK 0000719955)
WST,2023-02-16,s11_buyback_announcement,0000105770-23-000004,WEST PHARMACEUTICAL SERVICES INC  (WST)  (CIK 0000105770)
XPRO,2022-08-04,s11_buyback_announcement,0001437749-22-018730,EXPRO GROUP HOLDINGS N.V.  (XPRO)  (CIK 0001575828)
XPRO,2023-05-04,s11_buyback_announcement,0001437749-23-012419,EXPRO GROUP HOLDINGS N.V.  (XPRO)  (CIK 0001575828)
ZYME,2026-01-12,s11_buyback_announcement,0001193125-26-010480,Zymeworks Inc.  (ZYME)  (CIK 0001937653)
ZYME,2026-03-02,s11_buyback_announcement,0001937653-26-000013,Zymeworks Inc.  (ZYME)  (CIK 0001937653)
