ticker,event_date,setup_type,region
DHI,2015-07-21,s_quant_gate_placebo_sma_both_norsi,US
CTVA,2020-04-09,s_quant_gate_placebo_sma_both_norsi,US
ABN.AS,2023-03-14,s_quant_gate_placebo_sma_both_norsi,EU
DAL,2023-04-19,s_quant_gate_placebo_sma_both_norsi,US
WAT,2015-07-22,s_quant_gate_placebo_sma_both_norsi,US
ULTA,2021-05-14,s_quant_gate_placebo_sma_both_norsi,US
ORLY,2026-08-05,s_quant_gate_placebo_sma_both_norsi,US
BDX,2019-01-18,s_quant_gate_placebo_sma_both_norsi,US
III.L,2020-01-28,s_quant_gate_placebo_sma_both_norsi,EU
ZAL.DE,2019-08-19,s_quant_gate_placebo_sma_both_norsi,EU
EQR,2025-05-02,s_quant_gate_placebo_sma_both_norsi,US
ABDN.L,2017-09-22,s_quant_gate_placebo_sma_both_norsi,EU
COF,2014-05-01,s_quant_gate_placebo_sma_both_norsi,US
RL,2021-08-02,s_quant_gate_placebo_sma_both_norsi,US
WDC,2024-11-25,s_quant_gate_placebo_sma_both_norsi,US
JBL,2023-08-14,s_quant_gate_placebo_sma_both_norsi,US
CI,2016-04-04,s_quant_gate_placebo_sma_both_norsi,US
BG,2022-12-27,s_quant_gate_placebo_sma_both_norsi,US
META,2015-12-14,s_quant_gate_placebo_sma_both_norsi,US
RCL,2021-10-22,s_quant_gate_placebo_sma_both_norsi,US
COHR,2018-05-02,s_quant_gate_placebo_sma_both_norsi,US
MO,2020-11-10,s_quant_gate_placebo_sma_both_norsi,US
DG,2021-03-26,s_quant_gate_placebo_sma_both_norsi,US
ABN.AS,2026-04-08,s_quant_gate_placebo_sma_both_norsi,EU
PM,2015-06-18,s_quant_gate_placebo_sma_both_norsi,US
HWDN.L,2025-12-24,s_quant_gate_placebo_sma_both_norsi,EU
WM,2025-01-27,s_quant_gate_placebo_sma_both_norsi,US
HAL,2014-08-04,s_quant_gate_placebo_sma_both_norsi,US
WY,2020-11-13,s_quant_gate_placebo_sma_both_norsi,US
VST,2018-12-03,s_quant_gate_placebo_sma_both_norsi,US
LIN,2019-05-08,s_quant_gate_placebo_sma_both_norsi,US
PAYX,2024-03-06,s_quant_gate_placebo_sma_both_norsi,US
CINF,2022-01-07,s_quant_gate_placebo_sma_both_norsi,US
HRL,2017-01-24,s_quant_gate_placebo_sma_both_norsi,US
WEIR.L,2022-01-04,s_quant_gate_placebo_sma_both_norsi,EU
NDAQ,2017-04-20,s_quant_gate_placebo_sma_both_norsi,US
HAS,2019-09-06,s_quant_gate_placebo_sma_both_norsi,US
INF.L,2018-01-08,s_quant_gate_placebo_sma_both_norsi,EU
ABF.L,2024-06-05,s_quant_gate_placebo_sma_both_norsi,EU
PEP,2016-01-29,s_quant_gate_placebo_sma_both_norsi,US
MAA,2022-03-17,s_quant_gate_placebo_sma_both_norsi,US
TER,2017-08-11,s_quant_gate_placebo_sma_both_norsi,US
BXP,2024-11-05,s_quant_gate_placebo_sma_both_norsi,US
MGM,2020-08-27,s_quant_gate_placebo_sma_both_norsi,US
ARES,2020-04-09,s_quant_gate_placebo_sma_both_norsi,US
SWK,2016-09-12,s_quant_gate_placebo_sma_both_norsi,US
BBOX.L,2017-07-05,s_quant_gate_placebo_sma_both_norsi,EU
PCAR,2022-09-07,s_quant_gate_placebo_sma_both_norsi,US
CF,2024-05-22,s_quant_gate_placebo_sma_both_norsi,US
LLY,2018-12-27,s_quant_gate_placebo_sma_both_norsi,US
SW,2017-09-01,s_quant_gate_placebo_sma_both_norsi,US
LNT,2018-05-30,s_quant_gate_placebo_sma_both_norsi,US
RIO.L,2014-03-31,s_quant_gate_placebo_sma_both_norsi,EU
AV.L,2025-12-15,s_quant_gate_placebo_sma_both_norsi,EU
IHG.L,2025-08-07,s_quant_gate_placebo_sma_both_norsi,EU
FIS,2021-03-05,s_quant_gate_placebo_sma_both_norsi,US
OXY,2014-07-16,s_quant_gate_placebo_sma_both_norsi,US
FE,2016-04-27,s_quant_gate_placebo_sma_both_norsi,US
NEE,2020-05-18,s_quant_gate_placebo_sma_both_norsi,US
ON,2024-10-29,s_quant_gate_placebo_sma_both_norsi,US
DTE.DE,2021-01-27,s_quant_gate_placebo_sma_both_norsi,EU
BAS.DE,2025-01-20,s_quant_gate_placebo_sma_both_norsi,EU
WEC,2018-05-30,s_quant_gate_placebo_sma_both_norsi,US
MAA,2017-01-20,s_quant_gate_placebo_sma_both_norsi,US
FDS,2019-09-17,s_quant_gate_placebo_sma_both_norsi,US
SDLF.L,2019-03-29,s_quant_gate_placebo_sma_both_norsi,EU
PSON.L,2024-06-21,s_quant_gate_placebo_sma_both_norsi,EU
CSX,2022-04-19,s_quant_gate_placebo_sma_both_norsi,US
BKNG,2018-07-26,s_quant_gate_placebo_sma_both_norsi,US
DTE,2016-08-12,s_quant_gate_placebo_sma_both_norsi,US
GEV,2025-09-04,s_quant_gate_placebo_sma_both_norsi,US
GPN,2019-10-11,s_quant_gate_placebo_sma_both_norsi,US
DB1.DE,2018-11-16,s_quant_gate_placebo_sma_both_norsi,EU
CCL,2025-02-19,s_quant_gate_placebo_sma_both_norsi,US
ADYEN.AS,2021-10-14,s_quant_gate_placebo_sma_both_norsi,EU
ACS.MC,2014-08-25,s_quant_gate_placebo_sma_both_norsi,EU
KPN.AS,2014-12-16,s_quant_gate_placebo_sma_both_norsi,EU
UNI.MC,2018-06-01,s_quant_gate_placebo_sma_both_norsi,EU
NRG,2025-11-12,s_quant_gate_placebo_sma_both_norsi,US
AFL,2015-06-25,s_quant_gate_placebo_sma_both_norsi,US
ECHO,2023-06-15,s_quant_gate_placebo_sma_both_norsi,US
PAYX,2022-05-04,s_quant_gate_placebo_sma_both_norsi,US
TYL,2015-05-14,s_quant_gate_placebo_sma_both_norsi,US
DVA,2018-02-14,s_quant_gate_placebo_sma_both_norsi,US
RMD,2014-07-25,s_quant_gate_placebo_sma_both_norsi,US
ENR.DE,2025-09-10,s_quant_gate_placebo_sma_both_norsi,EU
GOOGL,2017-06-28,s_quant_gate_placebo_sma_both_norsi,US
IAG.L,2018-04-24,s_quant_gate_placebo_sma_both_norsi,EU
ABT,2023-06-20,s_quant_gate_placebo_sma_both_norsi,US
ORCL,2021-01-25,s_quant_gate_placebo_sma_both_norsi,US
RKT.L,2023-03-24,s_quant_gate_placebo_sma_both_norsi,EU
ICE,2022-03-02,s_quant_gate_placebo_sma_both_norsi,US
SAP.DE,2014-03-26,s_quant_gate_placebo_sma_both_norsi,EU
DOC,2021-01-14,s_quant_gate_placebo_sma_both_norsi,US
RSG,2026-08-07,s_quant_gate_placebo_sma_both_norsi,US
SAN.PA,2026-07-17,s_quant_gate_placebo_sma_both_norsi,EU
KIM,2016-01-21,s_quant_gate_placebo_sma_both_norsi,US
XYZ,2023-06-15,s_quant_gate_placebo_sma_both_norsi,US
GS,2022-01-04,s_quant_gate_placebo_sma_both_norsi,US
UU.L,2022-02-28,s_quant_gate_placebo_sma_both_norsi,EU
A,2024-02-01,s_quant_gate_placebo_sma_both_norsi,US
TER,2015-04-10,s_quant_gate_placebo_sma_both_norsi,US
PAH3.DE,2016-08-26,s_quant_gate_placebo_sma_both_norsi,EU
AMCR,2025-07-08,s_quant_gate_placebo_sma_both_norsi,US
DVA,2023-04-05,s_quant_gate_placebo_sma_both_norsi,US
WELL,2021-08-25,s_quant_gate_placebo_sma_both_norsi,US
SO,2022-12-12,s_quant_gate_placebo_sma_both_norsi,US
MSCI,2020-06-05,s_quant_gate_placebo_sma_both_norsi,US
CARR,2024-11-25,s_quant_gate_placebo_sma_both_norsi,US
MSI,2015-11-11,s_quant_gate_placebo_sma_both_norsi,US
CNP,2026-05-22,s_quant_gate_placebo_sma_both_norsi,US
CPT,2018-09-28,s_quant_gate_placebo_sma_both_norsi,US
NXT.L,2015-06-10,s_quant_gate_placebo_sma_both_norsi,EU
CHTR,2021-01-21,s_quant_gate_placebo_sma_both_norsi,US
VOD.L,2020-11-16,s_quant_gate_placebo_sma_both_norsi,EU
ERIE,2017-12-04,s_quant_gate_placebo_sma_both_norsi,US
ETN,2021-02-01,s_quant_gate_placebo_sma_both_norsi,US
MC.PA,2024-01-26,s_quant_gate_placebo_sma_both_norsi,EU
HCA,2022-04-07,s_quant_gate_placebo_sma_both_norsi,US
OXY,2018-04-05,s_quant_gate_placebo_sma_both_norsi,US
TTE.PA,2025-09-24,s_quant_gate_placebo_sma_both_norsi,EU
DBK.DE,2023-08-28,s_quant_gate_placebo_sma_both_norsi,EU
LMT,2018-08-27,s_quant_gate_placebo_sma_both_norsi,US
KMB,2017-04-25,s_quant_gate_placebo_sma_both_norsi,US
STLD,2020-07-22,s_quant_gate_placebo_sma_both_norsi,US
BAS.DE,2017-09-11,s_quant_gate_placebo_sma_both_norsi,EU
XYL,2023-11-22,s_quant_gate_placebo_sma_both_norsi,US
FCIT.L,2016-05-09,s_quant_gate_placebo_sma_both_norsi,EU
SMT.L,2021-10-05,s_quant_gate_placebo_sma_both_norsi,EU
HSBA.L,2023-07-12,s_quant_gate_placebo_sma_both_norsi,EU
EME,2017-01-25,s_quant_gate_placebo_sma_both_norsi,US
NFLX,2017-12-28,s_quant_gate_placebo_sma_both_norsi,US
MCO,2021-12-21,s_quant_gate_placebo_sma_both_norsi,US
CDNS,2018-10-23,s_quant_gate_placebo_sma_both_norsi,US
TTWO,2025-08-13,s_quant_gate_placebo_sma_both_norsi,US
AME,2024-04-23,s_quant_gate_placebo_sma_both_norsi,US
MKC,2022-05-04,s_quant_gate_placebo_sma_both_norsi,US
MAR,2020-10-22,s_quant_gate_placebo_sma_both_norsi,US
ADM,2023-07-20,s_quant_gate_placebo_sma_both_norsi,US
CINF,2015-09-15,s_quant_gate_placebo_sma_both_norsi,US
CAT,2014-08-18,s_quant_gate_placebo_sma_both_norsi,US
MGM,2019-01-25,s_quant_gate_placebo_sma_both_norsi,US
CHD,2018-10-16,s_quant_gate_placebo_sma_both_norsi,US
ARE,2020-10-05,s_quant_gate_placebo_sma_both_norsi,US
TPR,2017-02-01,s_quant_gate_placebo_sma_both_norsi,US
CIEN,2026-08-13,s_quant_gate_placebo_sma_both_norsi,US
SHELL.AS,2019-03-11,s_quant_gate_placebo_sma_both_norsi,EU
MRVL,2020-08-26,s_quant_gate_placebo_sma_both_norsi,US
PM,2022-06-10,s_quant_gate_placebo_sma_both_norsi,US
NWG.L,2018-04-18,s_quant_gate_placebo_sma_both_norsi,EU
LRCX,2020-05-19,s_quant_gate_placebo_sma_both_norsi,US
EXPD,2015-01-22,s_quant_gate_placebo_sma_both_norsi,US
LR.PA,2023-01-04,s_quant_gate_placebo_sma_both_norsi,EU
MTD,2024-09-19,s_quant_gate_placebo_sma_both_norsi,US
LSEG.L,2015-03-30,s_quant_gate_placebo_sma_both_norsi,EU
BN.PA,2026-06-24,s_quant_gate_placebo_sma_both_norsi,EU
J,2021-10-07,s_quant_gate_placebo_sma_both_norsi,US
CVS,2026-02-06,s_quant_gate_placebo_sma_both_norsi,US
DAL,2026-03-25,s_quant_gate_placebo_sma_both_norsi,US
EL.PA,2025-07-09,s_quant_gate_placebo_sma_both_norsi,EU
VRTX,2015-05-01,s_quant_gate_placebo_sma_both_norsi,US
DCC.L,2018-05-01,s_quant_gate_placebo_sma_both_norsi,EU
BT-A.L,2019-12-13,s_quant_gate_placebo_sma_both_norsi,EU
KER.PA,2020-04-20,s_quant_gate_placebo_sma_both_norsi,EU
BSX,2021-01-06,s_quant_gate_placebo_sma_both_norsi,US
DE,2014-11-06,s_quant_gate_placebo_sma_both_norsi,US
CBOE,2016-04-13,s_quant_gate_placebo_sma_both_norsi,US
BESI.AS,2017-12-18,s_quant_gate_placebo_sma_both_norsi,EU
TXT,2015-05-06,s_quant_gate_placebo_sma_both_norsi,US
DRI,2024-06-20,s_quant_gate_placebo_sma_both_norsi,US
NI,2017-10-12,s_quant_gate_placebo_sma_both_norsi,US
JBHT,2026-03-09,s_quant_gate_placebo_sma_both_norsi,US
J,2018-07-05,s_quant_gate_placebo_sma_both_norsi,US
ZAL.DE,2020-11-11,s_quant_gate_placebo_sma_both_norsi,EU
HLMA.L,2021-10-21,s_quant_gate_placebo_sma_both_norsi,EU
FE,2024-02-01,s_quant_gate_placebo_sma_both_norsi,US
DB1.DE,2015-09-03,s_quant_gate_placebo_sma_both_norsi,EU
INVH,2018-06-20,s_quant_gate_placebo_sma_both_norsi,US
PM,2023-02-09,s_quant_gate_placebo_sma_both_norsi,US
INF.L,2023-08-29,s_quant_gate_placebo_sma_both_norsi,EU
NKE,2023-03-21,s_quant_gate_placebo_sma_both_norsi,US
CMG,2024-11-01,s_quant_gate_placebo_sma_both_norsi,US
GLE.PA,2015-05-08,s_quant_gate_placebo_sma_both_norsi,EU
DD,2025-07-09,s_quant_gate_placebo_sma_both_norsi,US
BNY,2014-03-18,s_quant_gate_placebo_sma_both_norsi,US
AKAM,2016-08-24,s_quant_gate_placebo_sma_both_norsi,US
CVNA,2019-07-24,s_quant_gate_placebo_sma_both_norsi,US
MRNA,2020-08-17,s_quant_gate_placebo_sma_both_norsi,US
HIG,2017-04-17,s_quant_gate_placebo_sma_both_norsi,US
BN.PA,2014-12-18,s_quant_gate_placebo_sma_both_norsi,EU
NWG.L,2022-05-26,s_quant_gate_placebo_sma_both_norsi,EU
MTX.DE,2021-08-05,s_quant_gate_placebo_sma_both_norsi,EU
LOW,2023-08-11,s_quant_gate_placebo_sma_both_norsi,US
BBOX.L,2015-11-17,s_quant_gate_placebo_sma_both_norsi,EU
CASY,2023-08-25,s_quant_gate_placebo_sma_both_norsi,US
HCA,2014-04-23,s_quant_gate_placebo_sma_both_norsi,US
ABF.L,2014-11-05,s_quant_gate_placebo_sma_both_norsi,EU
ABBV,2023-12-06,s_quant_gate_placebo_sma_both_norsi,US
ALW.L,2018-05-02,s_quant_gate_placebo_sma_both_norsi,EU
OXY,2022-10-04,s_quant_gate_placebo_sma_both_norsi,US
IBE.MC,2014-12-17,s_quant_gate_placebo_sma_both_norsi,EU
PSKY,2019-04-16,s_quant_gate_placebo_sma_both_norsi,US
DBK.DE,2021-11-10,s_quant_gate_placebo_sma_both_norsi,EU
NXT.L,2026-02-27,s_quant_gate_placebo_sma_both_norsi,EU
GL,2022-01-04,s_quant_gate_placebo_sma_both_norsi,US
IVZ,2025-11-21,s_quant_gate_placebo_sma_both_norsi,US
ROP,2026-07-28,s_quant_gate_placebo_sma_both_norsi,US
LYV,2019-06-13,s_quant_gate_placebo_sma_both_norsi,US
CASY,2021-01-06,s_quant_gate_placebo_sma_both_norsi,US
CBOE,2022-10-06,s_quant_gate_placebo_sma_both_norsi,US
STX,2025-05-07,s_quant_gate_placebo_sma_both_norsi,US
CAH,2019-10-11,s_quant_gate_placebo_sma_both_norsi,US
BMY,2017-06-01,s_quant_gate_placebo_sma_both_norsi,US
ML.PA,2025-07-10,s_quant_gate_placebo_sma_both_norsi,EU
ROVI.MC,2022-02-01,s_quant_gate_placebo_sma_both_norsi,EU
VIE.PA,2018-11-09,s_quant_gate_placebo_sma_both_norsi,EU
GOOG,2018-04-17,s_quant_gate_placebo_sma_both_norsi,US
CAH,2014-08-08,s_quant_gate_placebo_sma_both_norsi,US
SAP.DE,2016-03-01,s_quant_gate_placebo_sma_both_norsi,EU
COHR,2023-02-02,s_quant_gate_placebo_sma_both_norsi,US
IR,2023-04-27,s_quant_gate_placebo_sma_both_norsi,US
CHRW,2022-05-25,s_quant_gate_placebo_sma_both_norsi,US
CHD,2026-07-22,s_quant_gate_placebo_sma_both_norsi,US
MPWR,2023-05-25,s_quant_gate_placebo_sma_both_norsi,US
BEZ.L,2024-02-06,s_quant_gate_placebo_sma_both_norsi,EU
EL,2026-02-17,s_quant_gate_placebo_sma_both_norsi,US
NEE,2015-02-10,s_quant_gate_placebo_sma_both_norsi,US
BA,2021-11-15,s_quant_gate_placebo_sma_both_norsi,US
COP,2025-07-28,s_quant_gate_placebo_sma_both_norsi,US
CPG.L,2021-07-01,s_quant_gate_placebo_sma_both_norsi,EU
SU.PA,2015-05-19,s_quant_gate_placebo_sma_both_norsi,EU
SWKS,2020-10-29,s_quant_gate_placebo_sma_both_norsi,US
OKE,2022-09-08,s_quant_gate_placebo_sma_both_norsi,US
KR,2025-10-14,s_quant_gate_placebo_sma_both_norsi,US
STZ,2021-03-09,s_quant_gate_placebo_sma_both_norsi,US
MS,2021-06-24,s_quant_gate_placebo_sma_both_norsi,US
PANW,2017-11-03,s_quant_gate_placebo_sma_both_norsi,US
AZN.L,2015-02-04,s_quant_gate_placebo_sma_both_norsi,EU
EW,2024-01-31,s_quant_gate_placebo_sma_both_norsi,US
RVTY,2025-12-22,s_quant_gate_placebo_sma_both_norsi,US
IFX.DE,2025-10-20,s_quant_gate_placebo_sma_both_norsi,EU
SWKS,2017-10-06,s_quant_gate_placebo_sma_both_norsi,US
CLX,2014-03-18,s_quant_gate_placebo_sma_both_norsi,US
AEE,2018-04-05,s_quant_gate_placebo_sma_both_norsi,US
IHG.L,2018-02-15,s_quant_gate_placebo_sma_both_norsi,EU
DECK,2026-01-02,s_quant_gate_placebo_sma_both_norsi,US
CLX,2026-03-10,s_quant_gate_placebo_sma_both_norsi,US
LOW,2014-03-18,s_quant_gate_placebo_sma_both_norsi,US
SAB.MC,2024-12-04,s_quant_gate_placebo_sma_both_norsi,EU
EXPD,2016-10-28,s_quant_gate_placebo_sma_both_norsi,US
V,2023-10-16,s_quant_gate_placebo_sma_both_norsi,US
CHTR,2014-04-24,s_quant_gate_placebo_sma_both_norsi,US
NCLH,2021-11-05,s_quant_gate_placebo_sma_both_norsi,US
WTW,2022-10-28,s_quant_gate_placebo_sma_both_norsi,US
PSA,2026-04-08,s_quant_gate_placebo_sma_both_norsi,US
GOOG,2024-07-22,s_quant_gate_placebo_sma_both_norsi,US
FCIT.L,2017-10-02,s_quant_gate_placebo_sma_both_norsi,EU
SHW,2016-06-30,s_quant_gate_placebo_sma_both_norsi,US
UNA.AS,2024-10-09,s_quant_gate_placebo_sma_both_norsi,EU
ADP,2021-02-04,s_quant_gate_placebo_sma_both_norsi,US
RVTY,2016-08-29,s_quant_gate_placebo_sma_both_norsi,US
DHR,2023-02-01,s_quant_gate_placebo_sma_both_norsi,US
EXR,2018-02-22,s_quant_gate_placebo_sma_both_norsi,US
ORLY,2025-11-25,s_quant_gate_placebo_sma_both_norsi,US
ECL,2021-10-20,s_quant_gate_placebo_sma_both_norsi,US
DOV,2018-05-17,s_quant_gate_placebo_sma_both_norsi,US
GLW,2022-07-28,s_quant_gate_placebo_sma_both_norsi,US
PFG,2025-03-14,s_quant_gate_placebo_sma_both_norsi,US
PPG,2015-01-29,s_quant_gate_placebo_sma_both_norsi,US
LLY,2014-04-28,s_quant_gate_placebo_sma_both_norsi,US
UDR,2026-04-28,s_quant_gate_placebo_sma_both_norsi,US
KR,2016-07-06,s_quant_gate_placebo_sma_both_norsi,US
ORLY,2019-01-30,s_quant_gate_placebo_sma_both_norsi,US
SAB.MC,2016-12-08,s_quant_gate_placebo_sma_both_norsi,EU
PAH3.DE,2015-01-21,s_quant_gate_placebo_sma_both_norsi,EU
NRG,2021-02-19,s_quant_gate_placebo_sma_both_norsi,US
BNY,2017-03-28,s_quant_gate_placebo_sma_both_norsi,US
CTSH,2017-02-09,s_quant_gate_placebo_sma_both_norsi,US
PLD,2015-03-18,s_quant_gate_placebo_sma_both_norsi,US
BEN,2017-09-26,s_quant_gate_placebo_sma_both_norsi,US
ACGL,2015-09-16,s_quant_gate_placebo_sma_both_norsi,US
TRV,2021-07-15,s_quant_gate_placebo_sma_both_norsi,US
EW,2021-12-07,s_quant_gate_placebo_sma_both_norsi,US
OMC,2026-06-01,s_quant_gate_placebo_sma_both_norsi,US
GS,2022-09-08,s_quant_gate_placebo_sma_both_norsi,US
G24.DE,2017-11-30,s_quant_gate_placebo_sma_both_norsi,EU
DSY.PA,2020-07-29,s_quant_gate_placebo_sma_both_norsi,EU
AEE,2022-09-19,s_quant_gate_placebo_sma_both_norsi,US
CMG,2021-11-12,s_quant_gate_placebo_sma_both_norsi,US
FTV,2020-01-29,s_quant_gate_placebo_sma_both_norsi,US
AWK,2014-03-18,s_quant_gate_placebo_sma_both_norsi,US
WTW,2018-03-05,s_quant_gate_placebo_sma_both_norsi,US
FSLR,2022-10-26,s_quant_gate_placebo_sma_both_norsi,US
EDEN.PA,2022-10-20,s_quant_gate_placebo_sma_both_norsi,EU
ESS,2018-09-25,s_quant_gate_placebo_sma_both_norsi,US
BAX,2016-02-01,s_quant_gate_placebo_sma_both_norsi,US
SPG,2019-01-28,s_quant_gate_placebo_sma_both_norsi,US
WM,2022-05-27,s_quant_gate_placebo_sma_both_norsi,US
BA,2025-01-16,s_quant_gate_placebo_sma_both_norsi,US
VZ,2024-05-30,s_quant_gate_placebo_sma_both_norsi,US
LITE,2018-02-09,s_quant_gate_placebo_sma_both_norsi,US
NKE,2018-12-03,s_quant_gate_placebo_sma_both_norsi,US
DHI,2024-05-15,s_quant_gate_placebo_sma_both_norsi,US
VRSN,2023-03-30,s_quant_gate_placebo_sma_both_norsi,US
BN.PA,2014-09-04,s_quant_gate_placebo_sma_both_norsi,EU
GL,2017-09-19,s_quant_gate_placebo_sma_both_norsi,US
MRSH,2015-02-12,s_quant_gate_placebo_sma_both_norsi,US
GWW,2023-04-21,s_quant_gate_placebo_sma_both_norsi,US
IBKR,2023-01-10,s_quant_gate_placebo_sma_both_norsi,US
BVI.PA,2016-10-04,s_quant_gate_placebo_sma_both_norsi,EU
ANET,2021-08-20,s_quant_gate_placebo_sma_both_norsi,US
IDXX,2021-03-15,s_quant_gate_placebo_sma_both_norsi,US
TRMB,2025-02-13,s_quant_gate_placebo_sma_both_norsi,US
BTRW.L,2018-11-08,s_quant_gate_placebo_sma_both_norsi,EU
NFLX,2021-07-27,s_quant_gate_placebo_sma_both_norsi,US
PAYX,2022-03-15,s_quant_gate_placebo_sma_both_norsi,US
GPC,2021-08-03,s_quant_gate_placebo_sma_both_norsi,US
DPZ,2017-09-15,s_quant_gate_placebo_sma_both_norsi,US
AD.AS,2017-05-10,s_quant_gate_placebo_sma_both_norsi,EU
AZO,2019-01-10,s_quant_gate_placebo_sma_both_norsi,US
LLOY.L,2019-10-11,s_quant_gate_placebo_sma_both_norsi,EU
MCHP,2015-03-27,s_quant_gate_placebo_sma_both_norsi,US
KKR,2016-10-24,s_quant_gate_placebo_sma_both_norsi,US
IMB.L,2022-04-06,s_quant_gate_placebo_sma_both_norsi,EU
VEEV,2020-03-30,s_quant_gate_placebo_sma_both_norsi,US
SMCI,2025-05-14,s_quant_gate_placebo_sma_both_norsi,US
MET,2024-11-06,s_quant_gate_placebo_sma_both_norsi,US
MCHP,2021-02-01,s_quant_gate_placebo_sma_both_norsi,US
AMT,2026-07-29,s_quant_gate_placebo_sma_both_norsi,US
JCI,2024-11-05,s_quant_gate_placebo_sma_both_norsi,US
BARC.L,2021-07-29,s_quant_gate_placebo_sma_both_norsi,EU
TMO,2018-02-12,s_quant_gate_placebo_sma_both_norsi,US
PM,2023-11-22,s_quant_gate_placebo_sma_both_norsi,US
CI,2014-05-01,s_quant_gate_placebo_sma_both_norsi,US
PNC,2019-09-09,s_quant_gate_placebo_sma_both_norsi,US
VLO,2022-03-02,s_quant_gate_placebo_sma_both_norsi,US
SDLF.L,2017-10-12,s_quant_gate_placebo_sma_both_norsi,EU
BATS.L,2015-05-27,s_quant_gate_placebo_sma_both_norsi,EU
ZAL.DE,2019-06-17,s_quant_gate_placebo_sma_both_norsi,EU
TRGP,2019-10-10,s_quant_gate_placebo_sma_both_norsi,US
APD,2016-02-04,s_quant_gate_placebo_sma_both_norsi,US
ECL,2021-02-24,s_quant_gate_placebo_sma_both_norsi,US
OMC,2015-10-22,s_quant_gate_placebo_sma_both_norsi,US
ICE,2021-03-01,s_quant_gate_placebo_sma_both_norsi,US
PANW,2014-05-27,s_quant_gate_placebo_sma_both_norsi,US
AXP,2025-05-02,s_quant_gate_placebo_sma_both_norsi,US
DPZ,2023-06-29,s_quant_gate_placebo_sma_both_norsi,US
ENGI.PA,2026-05-18,s_quant_gate_placebo_sma_both_norsi,EU
UNP,2022-02-25,s_quant_gate_placebo_sma_both_norsi,US
STX,2026-08-13,s_quant_gate_placebo_sma_both_norsi,US
ERF.PA,2016-11-16,s_quant_gate_placebo_sma_both_norsi,EU
SGO.PA,2014-04-16,s_quant_gate_placebo_sma_both_norsi,EU
ECL,2025-08-05,s_quant_gate_placebo_sma_both_norsi,US
AENA.MC,2020-02-05,s_quant_gate_placebo_sma_both_norsi,EU
J,2016-10-31,s_quant_gate_placebo_sma_both_norsi,US
NVDA,2018-01-03,s_quant_gate_placebo_sma_both_norsi,US
BEN,2022-08-11,s_quant_gate_placebo_sma_both_norsi,US
EOAN.DE,2024-08-22,s_quant_gate_placebo_sma_both_norsi,EU
ABBV,2016-04-06,s_quant_gate_placebo_sma_both_norsi,US
SSE.L,2021-07-28,s_quant_gate_placebo_sma_both_norsi,EU
KEY,2019-06-11,s_quant_gate_placebo_sma_both_norsi,US
WM,2016-01-06,s_quant_gate_placebo_sma_both_norsi,US
ELE.MC,2017-01-26,s_quant_gate_placebo_sma_both_norsi,EU
CI,2024-08-02,s_quant_gate_placebo_sma_both_norsi,US
TPL,2024-05-03,s_quant_gate_placebo_sma_both_norsi,US
STZ,2016-09-12,s_quant_gate_placebo_sma_both_norsi,US
EQR,2022-01-28,s_quant_gate_placebo_sma_both_norsi,US
SBAC,2018-06-21,s_quant_gate_placebo_sma_both_norsi,US
SAN.PA,2018-10-15,s_quant_gate_placebo_sma_both_norsi,EU
SPGI,2024-02-23,s_quant_gate_placebo_sma_both_norsi,US
